model_id,pipeline_name,directory
timm/tf_mobilenetv3_small_minimal_100.in1k,image-classification,tf_mobilenetv3_small_minimal_100.in1k
princeton-nlp/sup-simcse-roberta-base,feature-extraction,sup-simcse-roberta-base
royokong/e5-v,sentence-similarity,e5-v
klue/roberta-base,fill-mask,klue__roberta-base
Rostlab/prot_bert_bfd,fill-mask,prot_bert_bfd
FremyCompany/BioLORD-2023-M,sentence-similarity,BioLORD-2023-M
optimum-intel-internal-testing/tiny-random-squeezebert,feature-extraction,tiny-random-squeezebert
timm/deit_base_patch16_224.fb_in1k,image-classification,deit_base_patch16_224.fb_in1k
PekingU/rtdetr_r18vd_coco_o365,object-detection,rtdetr_r18vd_coco_o365
depth-anything/DA3-GIANT,depth-estimation,DA3-GIANT
prithivida/Splade_PP_en_v1,feature-extraction,prithivida__Splade_PP_en_v1
AITeamVN/Vietnamese_Embedding_v2,sentence-similarity,Vietnamese_Embedding_v2
timm/inception_resnet_v2.tf_in1k,image-classification,inception_resnet_v2.tf_in1k
laion/CLIP-ViT-L-14-DataComp.XL-s13B-b90K,zero-shot-image-classification,CLIP-ViT-L-14-DataComp.XL-s13B-b90K
microsoft/deberta-base-mnli,text-classification,deberta-base-mnli
antony66/whisper-large-v3-russian,automatic-speech-recognition,whisper-large-v3-russian
nreimers/MiniLMv2-L6-H384-distilled-from-BERT-Large,fill-mask,MiniLMv2-L6-H384-distilled-from-BERT-Large
protectai/xlm-roberta-base-language-detection-onnx,text-classification,xlm-roberta-base-language-detection-onnx
nlpaueb/bert-base-uncased-contracts,fill-mask,bert-base-uncased-contracts
unslothai/vram-8,feature-extraction,vram-8
OpenMuQ/MuQ-MuLan-large,audio-classification,MuQ-MuLan-large
Jean-Baptiste/roberta-large-ner-english,token-classification,roberta-large-ner-english
OpenMed/OpenMed-NER-OncologyDetect-ModernMed-395M,token-classification,OpenMed-NER-OncologyDetect-ModernMed-395M
EbanLee/kobart-summary-v3,summarization,kobart-summary-v3
unslothai/2,feature-extraction,2
facebook/mms-lid-4017,audio-classification,mms-lid-4017
timm/convnext_small.fb_in22k_ft_in1k,image-classification,convnext_small.fb_in22k_ft_in1k
facebook/wav2vec2-large-960h-lv60-self,automatic-speech-recognition,wav2vec2-large-960h-lv60-self
OpenMed/OpenMed-ZeroShot-NER-Disease-Large-459M,token-classification,OpenMed-ZeroShot-NER-Disease-Large-459M
Systran/faster-distil-whisper-large-v3,automatic-speech-recognition,faster-distil-whisper-large-v3
facebook/detr-resnet-50-dc5,object-detection,detr-resnet-50-dc5
naver-clova-ocr/bros-base-uncased,feature-extraction,bros-base-uncased
cocktailpeanut/rm,image-segmentation,rm
depth-anything/DA3NESTED-GIANT-LARGE,depth-estimation,DA3NESTED-GIANT-LARGE
timm/test_resnet.r160_in1k,image-classification,test_resnet.r160_in1k
mirth/chonky_modernbert_base_1,token-classification,chonky_modernbert_base_1
flair/ner-multi-fast,token-classification,ner-multi-fast
mixedbread-ai/mxbai-rerank-large-v1,text-ranking,mxbai-rerank-large-v1
timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k,image-classification,swin_base_patch4_window12_384.ms_in22k_ft_in1k
dccuchile/bert-base-spanish-wwm-cased,fill-mask,bert-base-spanish-wwm-cased
microsoft/deberta-v2-xlarge-mnli,text-classification,deberta-v2-xlarge-mnli
Xenova/modnet,image-segmentation,modnet
Helsinki-NLP/opus-mt-da-en,translation,opus-mt-da-en
hotchpotch/japanese-reranker-cross-encoder-xsmall-v1,text-ranking,japanese-reranker-cross-encoder-xsmall-v1
OpenMed/OpenMed-NER-DNADetect-SuperClinical-434M,token-classification,OpenMed-NER-DNADetect-SuperClinical-434M
unikei/bert-base-smiles,fill-mask,bert-base-smiles
facebook/nllb-200-1.3B,translation,nllb-200-1.3B
Helsinki-NLP/opus-mt-mul-en,translation,opus-mt-mul-en
kykim/bert-kor-base,fill-mask,bert-kor-base
OpenMOSS-Team/MOSS-Audio-Tokenizer-Nano,image-feature-extraction,MOSS-Audio-Tokenizer-Nano
nyrahealth/CrisperWhisper,automatic-speech-recognition,CrisperWhisper
nickmuchi/finbert-tone-finetuned-finance-topic-classification,text-classification,finbert-tone-finetuned-finance-topic-classification
UsefulSensors/moonshine-tiny,automatic-speech-recognition,moonshine-tiny
Helsinki-NLP/opus-mt-fr-es,translation,opus-mt-fr-es
facebook/esm1v_t33_650M_UR90S_3,fill-mask,esm1v_t33_650M_UR90S_3
facebook/nllb-200-3.3B,translation,nllb-200-3.3B
timm/convnext_base.fb_in22k_ft_in1k_384,image-classification,convnext_base.fb_in22k_ft_in1k_384
mixedbread-ai/mxbai-rerank-large-v2,text-ranking,mxbai-rerank-large-v2
patrickquick/BERTicelli,text-classification,BERTicelli
aufklarer/WeSpeaker-ResNet34-LM-MLX,audio-classification,WeSpeaker-ResNet34-LM-MLX
facebook/convnextv2-tiny-22k-384,image-classification,convnextv2-tiny-22k-384
owkin/phikon-v2,image-feature-extraction,phikon-v2
argmaxinc/speakerkit-coreml,automatic-speech-recognition,speakerkit-coreml
pritamdeka/BioBERT-mnli-snli-scinli-scitail-mednli-stsb,sentence-similarity,BioBERT-mnli-snli-scinli-scitail-mednli-stsb
timm/convnext_tiny.dinov3_lvd1689m,image-feature-extraction,convnext_tiny.dinov3_lvd1689m
facebook/mbart-large-50-many-to-many-mmt,translation,mbart-large-50-many-to-many-mmt
lsnoo/xlsr-53_aihub_35children_jamo,automatic-speech-recognition,xlsr-53_aihub_35children_jamo
pkshatech/GLuCoSE-base-ja-v2,sentence-similarity,GLuCoSE-base-ja-v2
OpenMed/OpenMed-NER-OncologyDetect-PubMed-335M,token-classification,OpenMed-NER-OncologyDetect-PubMed-335M
OpenMed/OpenMed-NER-PharmaDetect-SuperMedical-355M,token-classification,OpenMed-NER-PharmaDetect-SuperMedical-355M
facebook/mask2former-swin-tiny-coco-instance,image-segmentation,mask2former-swin-tiny-coco-instance
OpenMed/OpenMed-NER-AnatomyDetect-ElectraMed-560M,token-classification,OpenMed-NER-AnatomyDetect-ElectraMed-560M
facebook/detr-resnet-101,object-detection,detr-resnet-101
nateraw/vit-age-classifier,image-classification,vit-age-classifier
timm/convnextv2_base.fcmae_ft_in22k_in1k,image-classification,convnextv2_base.fcmae_ft_in22k_in1k
Helsinki-NLP/opus-mt-it-es,translation,opus-mt-it-es
smp-hub/efficientnet-b0.imagenet,image-classification,efficientnet-b0.imagenet
bond005/wav2vec2-large-ru-golos,automatic-speech-recognition,wav2vec2-large-ru-golos
ai4bharat/indic-conformer-600m-multilingual,automatic-speech-recognition,indic-conformer-600m-multilingual
Helsinki-NLP/opus-mt-eu-es,translation,opus-mt-eu-es
microsoft/MiniLM-L12-H384-uncased,text-classification,MiniLM-L12-H384-uncased
OpenMed/OpenMed-NER-OrganismDetect-BioMed-335M,token-classification,OpenMed-NER-OrganismDetect-BioMed-335M
indolem/indobert-base-uncased,fill-mask,indobert-base-uncased
remynd/whisper-medium-pt,automatic-speech-recognition,whisper-medium-pt
OpenMed/OpenMed-NER-ProteinDetect-BioMed-109M,token-classification,OpenMed-NER-ProteinDetect-BioMed-109M
klue/roberta-large,fill-mask,klue__roberta-large
timm/resnet18.a3_in1k,image-classification,resnet18.a3_in1k
OpenMed/OpenMed-ZeroShot-NER-Disease-Medium-209M,token-classification,OpenMed-ZeroShot-NER-Disease-Medium-209M
mlx-community/whisper-base-mlx,automatic-speech-recognition,whisper-base-mlx
knkarthick/MEETING_SUMMARY,summarization,MEETING_SUMMARY
myrkur/sentence-transformer-parsbert-fa-2.0,sentence-similarity,sentence-transformer-parsbert-fa-2.0
boltuix/NeuroBERT-NER,token-classification,NeuroBERT-NER
nvidia/diar_streaming_sortformer_4spk-v2.1,automatic-speech-recognition,diar_streaming_sortformer_4spk-v2.1
microsoft/Multilingual-MiniLM-L12-H384,text-classification,Multilingual-MiniLM-L12-H384
sshleifer/tiny-dbmdz-bert-large-cased-finetuned-conll03-english,token-classification,tiny-dbmdz-bert-large-cased-finetuned-conll03-english
OpenMed/OpenMed-NER-DNADetect-BioMed-109M,token-classification,OpenMed-NER-DNADetect-BioMed-109M
OpenMed/OpenMed-NER-SpeciesDetect-TinyMed-82M,token-classification,OpenMed-NER-SpeciesDetect-TinyMed-82M
onnx-community/whisper-tiny.en,automatic-speech-recognition,onnx-community__whisper-tiny_en
OpenMed/OpenMed-NER-BloodCancerDetect-PubMed-v2-109M,token-classification,OpenMed-NER-BloodCancerDetect-PubMed-v2-109M
OpenMed/OpenMed-NER-SpeciesDetect-BigMed-278M,token-classification,OpenMed-NER-SpeciesDetect-BigMed-278M
OpenMed/OpenMed-NER-DNADetect-SuperMedical-355M,token-classification,OpenMed-NER-DNADetect-SuperMedical-355M
PaddlePaddle/PP-OCRv6_medium_det,image-to-text,PP-OCRv6_medium_det
hiiamsid/sentence_similarity_spanish_es,sentence-similarity,sentence_similarity_spanish_es
Snowflake/snowflake-arctic-embed-s,sentence-similarity,snowflake-arctic-embed-s
bioptimus/H-optimus-0,image-feature-extraction,H-optimus-0
OpenMed/OpenMed-NER-PathologyDetect-ElectraMed-560M,token-classification,OpenMed-NER-PathologyDetect-ElectraMed-560M
ckiplab/bert-base-chinese-ner,token-classification,bert-base-chinese-ner
facebook/esm1v_t33_650M_UR90S_4,fill-mask,esm1v_t33_650M_UR90S_4
depth-anything/Depth-Anything-V2-Large,depth-estimation,Depth-Anything-V2-Large
google/medasr,automatic-speech-recognition,medasr
OpenMed/OpenMed-NER-DiseaseDetect-PubMed-v2-109M,token-classification,OpenMed-NER-DiseaseDetect-PubMed-v2-109M
textattack/bert-base-uncased-SST-2,text-classification,bert-base-uncased-SST-2
timm/convnextv2_pico.fcmae_ft_in1k,image-classification,convnextv2_pico.fcmae_ft_in1k
google/owlv2-large-patch14-ensemble,zero-shot-object-detection,owlv2-large-patch14-ensemble
Xenova/jina-embeddings-v2-small-en,feature-extraction,Xenova__jina-embeddings-v2-small-en
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-109M,token-classification,OpenMed-NER-GenomicDetect-ElectraMed-109M
multimolecule/rnafm,fill-mask,rnafm
OpenMed/OpenMed-NER-SpeciesDetect-TinyMed-65M,token-classification,OpenMed-NER-SpeciesDetect-TinyMed-65M
OpenMed/OpenMed-NER-GenomeDetect-TinyMed-66M,token-classification,OpenMed-NER-GenomeDetect-TinyMed-66M
OpenMed/OpenMed-NER-GenomeDetect-SuperMedical-125M,token-classification,OpenMed-NER-GenomeDetect-SuperMedical-125M
OpenMed/OpenMed-NER-ProteinDetect-BioMed-335M,token-classification,OpenMed-NER-ProteinDetect-BioMed-335M
facebook/mms-lid-1024,audio-classification,mms-lid-1024
OpenMed/OpenMed-NER-AnatomyDetect-TinyMed-66M,token-classification,OpenMed-NER-AnatomyDetect-TinyMed-66M
flaubert/flaubert_base_uncased,fill-mask,flaubert_base_uncased
facebook/esm1v_t33_650M_UR90S_5,fill-mask,esm1v_t33_650M_UR90S_5
Twitter/twhin-bert-base,fill-mask,twhin-bert-base
OpenMed/OpenMed-NER-DNADetect-MultiMed-568M,token-classification,OpenMed-NER-DNADetect-MultiMed-568M
facebook/dpr-question_encoder-single-nq-base,feature-extraction,dpr-question_encoder-single-nq-base
OpenMed/OpenMed-NER-OncologyDetect-PubMed-v2-109M,token-classification,OpenMed-NER-OncologyDetect-PubMed-v2-109M
sonoisa/t5-base-japanese,feature-extraction,t5-base-japanese
OpenMed/OpenMed-NER-DiseaseDetect-ElectraMed-33M,token-classification,OpenMed-NER-DiseaseDetect-ElectraMed-33M
OpenMed/OpenMed-NER-GenomicDetect-TinyMed-65M,token-classification,OpenMed-NER-GenomicDetect-TinyMed-65M
OpenMed/OpenMed-NER-DiseaseDetect-BioClinical-108M,token-classification,OpenMed-NER-DiseaseDetect-BioClinical-108M
OpenMed/OpenMed-NER-PathologyDetect-SuperMedical-125M,token-classification,OpenMed-NER-PathologyDetect-SuperMedical-125M
ibm-granite/granite-embedding-english-r2,feature-extraction,granite-embedding-english-r2
OpenMed/OpenMed-NER-ProteinDetect-EuroMed-212M,token-classification,OpenMed-NER-ProteinDetect-EuroMed-212M
OpenMed/OpenMed-NER-BloodCancerDetect-SuperClinical-434M,token-classification,OpenMed-NER-BloodCancerDetect-SuperClinical-434M
OpenMed/OpenMed-NER-DiseaseDetect-ModernMed-395M,token-classification,OpenMed-NER-DiseaseDetect-ModernMed-395M
sonoisa/sentence-bert-base-ja-mean-tokens,feature-extraction,sentence-bert-base-ja-mean-tokens
dandelin/vilt-b32-finetuned-vqa,visual-question-answering,vilt-b32-finetuned-vqa
OpenMed/OpenMed-NER-AnatomyDetect-SuperMedical-355M,token-classification,OpenMed-NER-AnatomyDetect-SuperMedical-355M
OpenMed/OpenMed-NER-DiseaseDetect-MultiMed-335M,token-classification,OpenMed-NER-DiseaseDetect-MultiMed-335M
OpenMed/OpenMed-NER-ProteinDetect-ModernClinical-395M,token-classification,OpenMed-NER-ProteinDetect-ModernClinical-395M
OpenMed/OpenMed-NER-SpeciesDetect-SuperMedical-355M,token-classification,OpenMed-NER-SpeciesDetect-SuperMedical-355M
Xenova/whisper-base.en,automatic-speech-recognition,whisper-base_en
OpenMed/OpenMed-NER-ChemicalDetect-MultiMed-335M,token-classification,OpenMed-NER-ChemicalDetect-MultiMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-ModernMed-395M,token-classification,OpenMed-NER-BloodCancerDetect-ModernMed-395M
sentence-transformers/bert-large-nli-max-tokens,sentence-similarity,bert-large-nli-max-tokens
OpenMed/OpenMed-NER-OncologyDetect-ModernClinical-149M,token-classification,OpenMed-NER-OncologyDetect-ModernClinical-149M
OpenMed/OpenMed-NER-DiseaseDetect-SuperClinical-141M,token-classification,OpenMed-NER-DiseaseDetect-SuperClinical-141M
OpenMed/OpenMed-NER-ProteinDetect-MultiMed-335M,token-classification,OpenMed-NER-ProteinDetect-MultiMed-335M
AI-Growth-Lab/PatentSBERTa,sentence-similarity,PatentSBERTa
sparse-encoder-testing/splade-bert-tiny-nq,feature-extraction,splade-bert-tiny-nq
OpenMed/OpenMed-NER-ProteinDetect-SuperMedical-355M,token-classification,OpenMed-NER-ProteinDetect-SuperMedical-355M
BM-K/KoSimCSE-roberta,feature-extraction,KoSimCSE-roberta
PaddlePaddle/PP-OCRv6_medium_rec,image-to-text,PP-OCRv6_medium_rec
jinaai/jina-reranker-v1-turbo-en,text-ranking,jina-reranker-v1-turbo-en
Helsinki-NLP/opus-mt-en-hy,translation,opus-mt-en-hy
LiheYoung/depth-anything-base-hf,depth-estimation,depth-anything-base-hf
OpenMed/OpenMed-NER-GenomeDetect-PubMed-335M,token-classification,OpenMed-NER-GenomeDetect-PubMed-335M
OpenMed/OpenMed-NER-GenomeDetect-BigMed-278M,token-classification,OpenMed-NER-GenomeDetect-BigMed-278M
OpenMed/OpenMed-NER-AnatomyDetect-TinyMed-82M,token-classification,OpenMed-NER-AnatomyDetect-TinyMed-82M
Xenova/whisper-tiny,automatic-speech-recognition,Xenova__whisper-tiny
OpenMed/OpenMed-NER-GenomicDetect-BioMed-109M,token-classification,OpenMed-NER-GenomicDetect-BioMed-109M
OpenMed/OpenMed-NER-GenomicDetect-TinyMed-66M,token-classification,OpenMed-NER-GenomicDetect-TinyMed-66M
Synthyra/ESMplusplus_small,fill-mask,ESMplusplus_small
deepset/bert-base-cased-squad2,question-answering,bert-base-cased-squad2
timm/ViT-B-16-SigLIP-i18n-256,zero-shot-image-classification,ViT-B-16-SigLIP-i18n-256
Helsinki-NLP/opus-mt-ROMANCE-en,translation,opus-mt-ROMANCE-en
OpenMed/OpenMed-NER-ProteinDetect-TinyMed-66M,token-classification,OpenMed-NER-ProteinDetect-TinyMed-66M
CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,text-classification,bert-base-arabic-camelbert-da-sentiment
l3cube-pune/hindi-sentence-similarity-sbert,sentence-similarity,hindi-sentence-similarity-sbert
OpenMed/OpenMed-NER-AnatomyDetect-PubMed-109M,token-classification,OpenMed-NER-AnatomyDetect-PubMed-109M
OpenMed/OpenMed-NER-SpeciesDetect-MultiMed-335M,token-classification,OpenMed-NER-SpeciesDetect-MultiMed-335M
capcheck/ai-image-detection,image-classification,ai-image-detection
TechWolf/JobBERT-v3,feature-extraction,JobBERT-v3
OpenMed/OpenMed-NER-ProteinDetect-BigMed-278M,token-classification,OpenMed-NER-ProteinDetect-BigMed-278M
OpenMed/OpenMed-NER-ProteinDetect-SuperClinical-184M,token-classification,OpenMed-NER-ProteinDetect-SuperClinical-184M
OpenMed/OpenMed-NER-BloodCancerDetect-BioClinical-108M,token-classification,OpenMed-NER-BloodCancerDetect-BioClinical-108M
ibm-granite/granite-embedding-30m-english,sentence-similarity,granite-embedding-30m-english
OpenMed/OpenMed-NER-PharmaDetect-ElectraMed-335M,token-classification,OpenMed-NER-PharmaDetect-ElectraMed-335M
OpenMed/OpenMed-NER-SpeciesDetect-BigMed-560M,token-classification,OpenMed-NER-SpeciesDetect-BigMed-560M
Helsinki-NLP/opus-mt-tc-big-ar-en,translation,opus-mt-tc-big-ar-en
OpenMed/OpenMed-NER-GenomeDetect-TinyMed-82M,token-classification,OpenMed-NER-GenomeDetect-TinyMed-82M
PekingU/rtdetr_r101vd_coco_o365,object-detection,rtdetr_r101vd_coco_o365
superb/wav2vec2-base-superb-er,audio-classification,wav2vec2-base-superb-er
timm/vit_large_patch14_clip_336.openai,zero-shot-image-classification,vit_large_patch14_clip_336.openai
onnx-community/whisper-base,automatic-speech-recognition,onnx-community__whisper-base
unslothai/runpod,feature-extraction,runpod
facebook/mask2former-swin-large-mapillary-vistas-panoptic,image-segmentation,mask2former-swin-large-mapillary-vistas-panoptic
timm/maxvit_nano_rw_256.sw_in1k,image-classification,maxvit_nano_rw_256.sw_in1k
firqaaa/indo-sentence-bert-base,sentence-similarity,indo-sentence-bert-base
Intel/dpt-large,depth-estimation,dpt-large
OpenMed/OpenMed-NER-OncologyDetect-ModernClinical-395M,token-classification,OpenMed-NER-OncologyDetect-ModernClinical-395M
timm/hrnet_w18.ms_aug_in1k,image-classification,hrnet_w18.ms_aug_in1k
facebook/encodec_24khz,feature-extraction,encodec_24khz
dragonkue/snowflake-arctic-embed-l-v2.0-ko,sentence-similarity,snowflake-arctic-embed-l-v2.0-ko
cardiffnlp/twitter-roberta-base-emotion,text-classification,twitter-roberta-base-emotion
timm/convnext_tiny.in12k,image-classification,convnext_tiny.in12k
OpenMed/OpenMed-NER-DNADetect-ElectraMed-33M,token-classification,OpenMed-NER-DNADetect-ElectraMed-33M
OpenMed/OpenMed-NER-DNADetect-MultiMed-335M,token-classification,OpenMed-NER-DNADetect-MultiMed-335M
dangvantuan/sentence-camembert-base,sentence-similarity,sentence-camembert-base
urchade/gliner_multi_pii-v1,token-classification,gliner_multi_pii-v1
kuleshov-group/mdlm-owt,fill-mask,mdlm-owt
seara/rubert-tiny2-russian-sentiment,text-classification,rubert-tiny2-russian-sentiment
hfl/chinese-macbert-base,fill-mask,chinese-macbert-base
timm/visformer_small.in1k,image-classification,visformer_small.in1k
mlx-community/whisper-large-v3-turbo,automatic-speech-recognition,mlx-community__whisper-large-v3-turbo
scottykwok/wav2vec2-large-xlsr-cantonese,automatic-speech-recognition,wav2vec2-large-xlsr-cantonese
UBC-NLP/MARBERTv2,fill-mask,MARBERTv2
nvidia/nemotron-3.5-asr-streaming-0.6b,automatic-speech-recognition,nemotron-3.5-asr-streaming-0.6b
timm/densenet201.tv_in1k,image-classification,densenet201.tv_in1k
Xenova/slimsam-77-uniform,mask-generation,slimsam-77-uniform
protectai/deberta-v3-base-prompt-injection,text-classification,deberta-v3-base-prompt-injection
projecte-aina/roberta-base-ca-v2-cased-ner,token-classification,roberta-base-ca-v2-cased-ner
unslothai/kaggle,feature-extraction,kaggle
laion/CLIP-ViT-B-16-DataComp.XL-s13B-b90K,zero-shot-image-classification,CLIP-ViT-B-16-DataComp_XL-s13B-b90K
ibm-granite/granite-embedding-278m-multilingual,sentence-similarity,granite-embedding-278m-multilingual
dmis-lab/biobert-base-cased-v1.2,fill-mask,biobert-base-cased-v1.2
smp-hub/mobilenet_v2.imagenet,image-classification,mobilenet_v2.imagenet
utter-project/mHuBERT-147,feature-extraction,mHuBERT-147
timm/twins_svt_large.in1k,image-classification,twins_svt_large.in1k
yiyanghkust/finbert-tone-chinese,text-classification,finbert-tone-chinese
vblagoje/bert-english-uncased-finetuned-pos,token-classification,bert-english-uncased-finetuned-pos
tiantiaf/wavlm-large-categorical-emotion,audio-classification,wavlm-large-categorical-emotion
monologg/distilkobert,fill-mask,distilkobert
facebook/dinov2-with-registers-large,image-feature-extraction,dinov2-with-registers-large
google/mobilenet_v2_1.0_224,image-classification,mobilenet_v2_1.0_224
tiantiaf/wavlm-large-voice-quality,audio-classification,wavlm-large-voice-quality
timm/convnext_small.fb_in22k_ft_in1k_384,image-classification,convnext_small.fb_in22k_ft_in1k_384
valentinafevu/yolos-fashionpedia,object-detection,yolos-fashionpedia
smp-hub/resnet18.imagenet,image-classification,resnet18.imagenet
microsoft/swin-base-patch4-window7-224,image-classification,swin-base-patch4-window7-224
depth-anything/Depth-Anything-V2-Base-hf,depth-estimation,Depth-Anything-V2-Base-hf
sentence-transformers/msmarco-distilbert-dot-v5,sentence-similarity,msmarco-distilbert-dot-v5
freelawproject/modernbert-embed-base_finetune_512,sentence-similarity,modernbert-embed-base_finetune_512
peft-internal-testing/tiny-random-RobertaModel,feature-extraction,tiny-random-RobertaModel
smp-hub/resnet34.imagenet,image-classification,resnet34.imagenet
timm/inception_v3.tv_in1k,image-classification,inception_v3.tv_in1k
peft-internal-testing/tiny-random-RobertaForSequenceClassification,text-classification,tiny-random-RobertaForSequenceClassification
Rostlab/ProstT5,translation,ProstT5
klue/bert-base,fill-mask,bert-base
peft-internal-testing/tiny-random-BertForSequenceClassification,text-classification,tiny-random-BertForSequenceClassification
OpenMed/OpenMed-ZeroShot-NER-Anatomy-Medium-209M,token-classification,OpenMed-ZeroShot-NER-Anatomy-Medium-209M
timm/mobilevit_s.cvnets_in1k,image-classification,mobilevit_s.cvnets_in1k
PaddlePaddle/PP-DocLayoutV3,image-segmentation,PP-DocLayoutV3
NetherlandsForensicInstitute/robbert-2022-dutch-sentence-transformers,sentence-similarity,robbert-2022-dutch-sentence-transformers
mlsa-iai-msu-lab/sci-rus-tiny3,feature-extraction,sci-rus-tiny3
MilaNLProc/bert-base-uncased-ear-misogyny,text-classification,bert-base-uncased-ear-misogyny
Lajavaness/bilingual-embedding-large,sentence-similarity,bilingual-embedding-large
google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,question-answering,bert-large-uncased-whole-word-masking-finetuned-squad
timm/mobilenetv4_conv_small.e2400_r224_in1k,image-classification,mobilenetv4_conv_small.e2400_r224_in1k
google/muril-base-cased,fill-mask,muril-base-cased
flair/pos-english,token-classification,pos-english
nvidia/parakeet-rnnt-0.6b,automatic-speech-recognition,parakeet-rnnt-0.6b
ibm-granite/granite-embedding-125m-english,sentence-similarity,granite-embedding-125m-english
deepset/xlm-roberta-base-squad2,question-answering,xlm-roberta-base-squad2
MMADS/MoralFoundationsClassifier,fill-mask,MoralFoundationsClassifier
chriamue/bird-species-classifier,image-classification,bird-species-classifier
jinaai/jina-clip-v1,feature-extraction,jina-clip-v1
gravitee-io/bert-small-pii-detection,token-classification,bert-small-pii-detection
pyannote/overlapped-speech-detection,automatic-speech-recognition,overlapped-speech-detection
OpenMed/OpenMed-ZeroShot-NER-Disease-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Disease-XLarge-770M
microsoft/trocr-small-printed,image-to-text,trocr-small-printed
timm/vit_base_patch16_224.augreg_in21k,image-classification,vit_base_patch16_224.augreg_in21k
dell-research-harvard/lt-wikidata-comp-en,sentence-similarity,lt-wikidata-comp-en
timm/tf_efficientnet_b4.ns_jft_in1k,image-classification,tf_efficientnet_b4.ns_jft_in1k
timm/vit_small_plus_patch16_dinov3.lvd1689m,image-feature-extraction,vit_small_plus_patch16_dinov3.lvd1689m
cmarkea/distilcamembert-base-sentiment,text-classification,distilcamembert-base-sentiment
Supabase/gte-small,feature-extraction,Supabase__gte-small
nickprock/sentence-bert-base-italian-uncased,sentence-similarity,sentence-bert-base-italian-uncased
indobenchmark/indobert-base-p2,feature-extraction,indobert-base-p2
flavour/CLIP-ViT-B-16-DataComp.XL-s13B-b90K,zero-shot-image-classification,flavour__CLIP-ViT-B-16-DataComp_XL-s13B-b90K
FluidInference/parakeet-ctc-110m-coreml,automatic-speech-recognition,parakeet-ctc-110m-coreml
NovaSearch/stella_en_1.5B_v5,sentence-similarity,stella_en_1.5B_v5
nreimers/mmarco-mMiniLMv2-L6-H384-v1,text-classification,mmarco-mMiniLMv2-L6-H384-v1
PaddlePaddle/latin_PP-OCRv5_mobile_rec,image-to-text,latin_PP-OCRv5_mobile_rec
numind/NuMarkdown-8B-Thinking,image-to-text,NuMarkdown-8B-Thinking
apple/DepthPro-hf,depth-estimation,DepthPro-hf
monologg/kobert,feature-extraction,kobert
fashn-ai/fashn-human-parser,image-segmentation,fashn-human-parser
sonoisa/sentence-bert-base-ja-mean-tokens-v2,feature-extraction,sentence-bert-base-ja-mean-tokens-v2
timm/tf_efficientnet_b3.ns_jft_in1k,image-classification,tf_efficientnet_b3.ns_jft_in1k
disham993/electrical-ner-ModernBERT-base,token-classification,electrical-ner-ModernBERT-base
facebook/encodec_32khz,feature-extraction,encodec_32khz
dmis-lab/biobert-v1.1,feature-extraction,biobert-v1.1
laion/CLIP-convnext_xxlarge-laion2B-s34B-b82K-augreg-soup,zero-shot-image-classification,CLIP-convnext_xxlarge-laion2B-s34B-b82K-augreg-soup
aubmindlab/bert-base-arabertv2,fill-mask,bert-base-arabertv2
shi-labs/oneformer_cityscapes_swin_large,image-segmentation,oneformer_cityscapes_swin_large
chendelong/DirectSAM-1800px-0424,image-segmentation,DirectSAM-1800px-0424
foduucom/stockmarket-pattern-detection-yolov8,object-detection,stockmarket-pattern-detection-yolov8
timm/vit_large_patch14_clip_224.metaclip_2pt5b,zero-shot-image-classification,vit_large_patch14_clip_224.metaclip_2pt5b
timm/deit_base_distilled_patch16_224.fb_in1k,image-classification,deit_base_distilled_patch16_224.fb_in1k
openai/whisper-medium.en,automatic-speech-recognition,whisper-medium.en
facebook/deit-tiny-patch16-224,image-classification,deit-tiny-patch16-224
timm/resnest50d.in1k,image-classification,resnest50d.in1k
whispAI/ClaimBuster-DeBERTaV2,text-classification,ClaimBuster-DeBERTaV2
google-t5/t5-11b,translation,t5-11b
Helsinki-NLP/opus-mt-fi-en,translation,opus-mt-fi-en
perplexity-ai/pplx-embed-context-v1-0.6b,feature-extraction,pplx-embed-context-v1-0.6b
depth-anything/DA3-SMALL,depth-estimation,DA3-SMALL
avemio/German-RAG-BGE-M3-MERGED-x-SNOWFLAKE-ARCTIC-HESSIAN-AI,sentence-similarity,German-RAG-BGE-M3-MERGED-x-SNOWFLAKE-ARCTIC-HESSIAN-AI
poltextlab/xlm-roberta-large-pooled-cap-minor-v5,text-classification,xlm-roberta-large-pooled-cap-minor-v5
timm/beit_base_patch16_224.in22k_ft_in22k_in1k,image-classification,beit_base_patch16_224.in22k_ft_in22k_in1k
snunlp/KR-ELECTRA-generator,fill-mask,KR-ELECTRA-generator
flax-sentence-embeddings/st-codesearch-distilroberta-base,sentence-similarity,st-codesearch-distilroberta-base
timm/ghostnet_100.in1k,image-classification,ghostnet_100.in1k
jayashreedevi2020/wav2vec2-large-xls-r-300m-assamese,automatic-speech-recognition,wav2vec2-large-xls-r-300m-assamese
OpenMed/OpenMed-ZeroShot-NER-Genomic-Medium-209M,token-classification,OpenMed-ZeroShot-NER-Genomic-Medium-209M
